country,year,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Kenya,2018,uniqueid_1730,No,Rural,Yes,8,25,Female,Other relative,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_1731,No,Rural,Yes,5,45,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_1732,No,Urban,Yes,3,44,Female,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_1733,No,Rural,No,5,24,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_1734,No,Rural,Yes,4,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1735,No,Urban,No,4,16,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1736,Yes,Urban,Yes,3,23,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1737,No,Urban,Yes,2,20,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1738,No,Rural,No,2,18,Female,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_1739,No,Urban,Yes,5,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1740,No,Urban,Yes,9,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1741,No,Rural,No,3,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1742,No,Urban,Yes,1,60,Female,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_1743,No,Urban,Yes,7,29,Female,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_1744,No,Urban,Yes,2,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1745,No,Rural,No,5,32,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1746,No,Urban,Yes,4,32,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_1747,No,Rural,No,1,48,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_1748,Yes,Urban,Yes,2,54,Male,Head of Household,Married/Living together,Primary education,Formally employed Government
Kenya,2018,uniqueid_1749,No,Rural,Yes,4,50,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1750,No,Rural,No,1,74,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_1751,No,Rural,No,1,42,Male,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Kenya,2018,uniqueid_1752,Yes,Urban,Yes,4,56,Female,Spouse,Married/Living together,Tertiary education,Farming and Fishing
Kenya,2018,uniqueid_1753,No,Rural,Yes,3,38,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_1754,No,Rural,Yes,4,22,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_1755,Yes,Rural,Yes,2,37,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_1756,No,Rural,Yes,4,31,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1757,Yes,Urban,Yes,1,34,Female,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_1758,No,Rural,No,1,60,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_1759,No,Rural,Yes,5,47,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_1760,No,Urban,No,3,55,Male,Head of Household,Divorced/Seperated,Secondary education,Self employed
Kenya,2018,uniqueid_1761,No,Rural,Yes,3,45,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1762,No,Urban,Yes,1,46,Male,Head of Household,Married/Living together,Primary education,Other Income
Kenya,2018,uniqueid_1763,No,Urban,Yes,8,38,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_1764,No,Urban,Yes,2,50,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_1765,No,Urban,Yes,1,46,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_1766,No,Rural,Yes,6,38,Female,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_1767,No,Rural,Yes,6,28,Female,Spouse,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1768,No,Rural,Yes,4,60,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1769,No,Rural,Yes,3,25,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_1770,No,Rural,Yes,1,21,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_1771,No,Urban,Yes,5,48,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_1772,No,Rural,No,5,42,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1773,Yes,Rural,Yes,1,25,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_1774,No,Urban,Yes,1,79,Male,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1775,No,Urban,Yes,6,60,Male,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_1776,Yes,Rural,Yes,4,28,Female,Child,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1777,No,Rural,No,4,25,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1778,Yes,Urban,Yes,2,68,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Farming and Fishing
Kenya,2018,uniqueid_1779,Yes,Rural,Yes,3,23,Male,Child,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_1780,Yes,Urban,Yes,2,33,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
Kenya,2018,uniqueid_1781,No,Rural,Yes,2,57,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1782,No,Urban,No,7,68,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1783,No,Urban,No,6,21,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1784,No,Urban,Yes,5,24,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_1785,No,Rural,No,3,20,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1786,No,Rural,No,8,43,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1787,No,Rural,Yes,3,45,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1788,No,Urban,Yes,2,28,Male,Other relative,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_1789,Yes,Urban,Yes,2,39,Female,Head of Household,Widowed,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_1790,No,Rural,Yes,2,55,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_1791,Yes,Rural,Yes,10,38,Female,Spouse,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_1792,Yes,Rural,Yes,2,24,Female,Child,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,2018,uniqueid_1793,Yes,Urban,Yes,2,19,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1794,No,Rural,No,3,17,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1795,Yes,Urban,Yes,3,41,Female,Other non-relatives,Widowed,Secondary education,Formally employed Private
Kenya,2018,uniqueid_1796,Yes,Rural,No,1,86,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_1797,Yes,Urban,Yes,1,19,Female,Head of Household,Single/Never Married,Tertiary education,Other Income
Kenya,2018,uniqueid_1798,No,Rural,No,2,18,Male,Other relative,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_1799,No,Urban,Yes,3,23,Male,Child,Single/Never Married,No formal education,Informally employed
Kenya,2018,uniqueid_1800,No,Urban,Yes,4,33,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1801,Yes,Rural,Yes,3,59,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1802,No,Urban,Yes,3,35,Female,Head of Household,Married/Living together,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_1803,Yes,Rural,Yes,5,36,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_1804,No,Urban,Yes,3,34,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1805,No,Urban,Yes,3,53,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1806,No,Rural,Yes,4,25,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1807,No,Urban,Yes,2,70,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_1808,No,Rural,Yes,5,36,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1809,No,Rural,No,2,70,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1810,No,Rural,Yes,3,45,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1811,Yes,Urban,Yes,4,48,Female,Head of Household,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,2018,uniqueid_1812,Yes,Urban,Yes,4,30,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Kenya,2018,uniqueid_1813,No,Rural,No,6,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1814,No,Urban,Yes,4,35,Female,Other relative,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_1815,Yes,Urban,Yes,3,34,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_1816,No,Rural,No,7,45,Male,Head of Household,Married/Living together,Primary education,Other Income
Kenya,2018,uniqueid_1817,No,Rural,No,5,20,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1818,Yes,Urban,Yes,3,40,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_1819,No,Rural,Yes,2,50,Male,Head of Household,Divorced/Seperated,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1820,Yes,Urban,Yes,1,24,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_1821,Yes,Urban,Yes,2,48,Male,Head of Household,Single/Never Married,No formal education,Other Income
Kenya,2018,uniqueid_1822,No,Urban,Yes,4,43,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1823,No,Urban,Yes,2,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1824,No,Rural,Yes,4,20,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1825,Yes,Rural,No,1,82,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1826,No,Rural,Yes,5,53,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1827,No,Rural,Yes,4,66,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_1828,No,Rural,Yes,6,35,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_1829,Yes,Rural,Yes,4,40,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Kenya,2018,uniqueid_1830,Yes,Rural,Yes,3,40,Male,Head of Household,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_1831,No,Rural,No,4,28,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1832,No,Urban,Yes,1,38,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1833,No,Rural,Yes,6,49,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_1834,No,Urban,No,4,92,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_1835,Yes,Urban,Yes,1,22,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_1836,No,Urban,No,2,53,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1837,No,Rural,Yes,7,32,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1838,No,Rural,No,5,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1839,No,Rural,No,10,17,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_1840,Yes,Rural,Yes,4,45,Female,Head of Household,Widowed,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_1841,No,Rural,No,7,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1842,No,Urban,No,6,16,Male,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1843,No,Urban,Yes,3,38,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,2018,uniqueid_1844,No,Rural,No,5,50,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1845,No,Urban,Yes,2,39,Female,Other non-relatives,Single/Never Married,Primary education,Formally employed Private
Kenya,2018,uniqueid_1846,Yes,Urban,Yes,3,27,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_1847,No,Rural,Yes,5,28,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_1848,No,Urban,Yes,4,25,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_1849,Yes,Rural,Yes,2,38,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_1850,Yes,Rural,Yes,2,46,Female,Spouse,Married/Living together,Tertiary education,Farming and Fishing
Kenya,2018,uniqueid_1851,No,Rural,No,6,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_1852,No,Rural,No,2,92,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_1853,No,Rural,Yes,2,25,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_1854,No,Urban,No,2,66,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,2018,uniqueid_1855,No,Rural,Yes,4,44,Female,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_1856,No,Rural,No,2,80,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_1857,No,Rural,Yes,6,40,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Kenya,2018,uniqueid_1858,No,Rural,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_1859,No,Rural,No,9,22,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_1860,Yes,Urban,Yes,1,23,Female,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Kenya,2018,uniqueid_1861,No,Urban,Yes,4,34,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_1862,No,Rural,Yes,2,52,Female,Head of Household,Widowed,Vocational/Specialised training,Farming and Fishing
